Environment created
Processing Pyrococcus_sp_GE_23


Calculating de novo conservation...
Species GCA_000258515@Thermococcus_zilligii_AN1: 15 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 16 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 10 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 16 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 19 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 14 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 14 matches
Species GCA_002214525@Thermococcus_sp_P6: 18 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 14 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 17 matches
Species GCA_002197185@Thermococcus_sp_5_4: 12 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 12 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 14 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 13 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 13 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 19 matches
Species GCA_002214605@Thermococcus_chitonophagus: 24 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 21 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 18 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 19 matches
Species GCA_002214585@Thermococcus_profundus_DT_5432: 11 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 15 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 20 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 22 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 20 matches
Species GCA_035621495@Thermococcus_sp_SY098: 18 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 17 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 15 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 15 matches
Species Pyrococcus_31_3: 23 matches
Species Palaeococcus_helgesoni_DSM_15127: 16 matches
Species Pyrococcus_endeavori_ES4: 23 matches
Species GCA_024707485@Thermococcus_sp_813A4: 14 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 16 matches
Species Pyrococcus_EXT16: 24 matches
Species Pyrococcus_abyssi_GE2: 14 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 15 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 16 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 14 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 24 matches
Species Pyrococcus_sp_EXT_15c: 21 matches
Species Thermococcus_15_2: 15 matches
Species Pyrococcus_32_1: 23 matches
Species Pyrococcus_sp_32_3: 24 matches
Species Pyrococcus_sp_IRI_42C: 20 matches
Species Pyrococcus_sp_32_4: 24 matches
Species Thermococcus_alcaliphilus_DSM_10322: 23 matches
Species Thermococcus_29_3: 15 matches
Species Thermococcus_23_2: 11 matches
Species Thermococcus_AMTc30: 19 matches
Species Thermococcus_aggregans_DSM_12819: 15 matches
Species Thermococcus_aegaeus_DSM_12767: 20 matches
Species Thermococcus_31_3: 14 matches
Species Thermococcus_AMTc11: 19 matches
Species Thermococcus_barophilus_423_3_23: 19 matches
Species Thermococcus_AMTc51: 14 matches
Species Thermococcus_coalescens_TS1: 16 matches
Species Thermococcus_EXT11c: 20 matches
Species Thermococcus_atlanticus_DSM_15226: 19 matches
Species Thermococcus_barophilus_DT4: 16 matches
Species Thermococcus_profundus_DSM_9503: 11 matches
Species Thermococcus_AMTc85: 19 matches
Species Thermococcus_barophilus_CH1: 15 matches
Species Thermococcus_prieuri_Col3: 15 matches
Species Thermococcus_IRI_06c: 12 matches
Species Thermococcus_E15P35: 16 matches
Species Thermococcus_fumicolans_ST557: 14 matches
Species Thermococcus_IRI15c: 15 matches
Species Thermococcus_sp_26_2: 15 matches
Species Thermococcus_marinus_DSM_15227: 12 matches
Species Thermococcus_sp_23_4: 11 matches
Species Thermococcus_sp_AMTc72: 17 matches
Species Thermococcus_sp_33_3: 16 matches
Species Thermococcus_sp_AMTc71: 17 matches
Species Thermococcus_sp_9_3: 16 matches
Species Thermococcus_sp_AMTc102: 16 matches
Species Thermococcus_sp_AMTc79: 16 matches
Species Thermococcus_sp_CIR_03a: 14 matches
Species Thermococcus_sp_AMTc09: 16 matches
Species Thermococcus_sp_E15p33: 16 matches
Species Thermococcus_sp_E10P11: 15 matches
Species Thermococcus_sp_AMTc94: 16 matches
Species Thermococcus_sp_DS1: 14 matches
Species Thermococcus_sp_IRI_05c: 14 matches
Species Thermococcus_sp_IRI24c: 14 matches
Species Thermococcus_sp_EXT09c: 18 matches
Species Thermococcus_sp_IRI10c: 15 matches
Species Thermococcus_sp_E10P8: 15 matches
Species Thermococcus_sp_CIR_10a: 17 matches
Species Thermococcus_sp_IRI25c: 16 matches
Species Thermococcus_sp_IRI29c: 14 matches
Species Thermococcus_sp_IRI14c: 15 matches
Species Thermococcus_sp_IRI27c2: 14 matches
Species Thermococcus_sp_IRI_33c: 13 matches
Species Thermococcus_sp_unknown: 16 matches
Species Thermococcus_waiotapuensis_WT1: 16 matches
Species Thermococcus_stetteri_DSM_5262: 16 matches
Species Thermococcus_sp_TPV: 17 matches



Running ssearch for all 6 frames of the 1000 CDSs...

Frame 0...
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 800 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 807 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 815 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 814 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 828 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 822 matches
Species GCA_000221185@Thermococcus_sp_4557: 838 matches
Species GCA_000151205@Thermococcus_sp_AM4: 850 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 844 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 855 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 853 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 866 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 862 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 867 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 865 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 873 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 889 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 907 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 913 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 939 matches
Species GCA_002214525@Thermococcus_sp_P6: 762 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 804 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 800 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 802 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 811 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 847 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 850 matches
Species GCA_002197185@Thermococcus_sp_5_4: 830 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 817 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 870 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 831 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 838 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 903 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 842 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 845 matches
Species GCA_002214585@Thermococcus_profundus_DT_5432: 838 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 920 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 866 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 860 matches
Species GCA_002214605@Thermococcus_chitonophagus: 922 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 807 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 813 matches
Species Pyrococcus_sp_GE_23: 1000 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 820 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 865 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 809 matches
Species GCA_024707485@Thermococcus_sp_813A4: 852 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 867 matches
Species Palaeococcus_helgesoni_DSM_15127: 811 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 866 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 841 matches
Species GCA_035621495@Thermococcus_sp_SY098: 866 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 872 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 922 matches
Species Pyrococcus_endeavori_ES4: 888 matches
Species Pyrococcus_32_1: 935 matches
Species Pyrococcus_31_3: 935 matches
Species Pyrococcus_abyssi_GE2: 946 matches
Species Pyrococcus_EXT16: 937 matches
Species Pyrococcus_sp_32_3: 936 matches
Species Pyrococcus_sp_32_4: 936 matches
Species Thermococcus_15_2: 826 matches
Species Thermococcus_23_2: 830 matches
Species Pyrococcus_sp_EXT_15c: 914 matches
Species Pyrococcus_sp_IRI_42C: 886 matches
Species Thermococcus_31_3: 851 matches
Species Thermococcus_aegaeus_DSM_12767: 829 matches
Species Thermococcus_aggregans_DSM_12819: 822 matches
Species Thermococcus_alcaliphilus_DSM_10322: 823 matches
Species Thermococcus_29_3: 872 matches
Species Thermococcus_AMTc30: 846 matches
Species Thermococcus_AMTc51: 864 matches
Species Thermococcus_AMTc11: 886 matches
Species Thermococcus_AMTc85: 859 matches
Species Thermococcus_barophilus_423_3_23: 854 matches
Species Thermococcus_atlanticus_DSM_15226: 862 matches
Species Thermococcus_barophilus_CH1: 866 matches
Species Thermococcus_barophilus_DT4: 836 matches
Species Thermococcus_coalescens_TS1: 842 matches
Species Thermococcus_E15P35: 867 matches
Species Thermococcus_EXT11c: 845 matches
Species Thermococcus_IRI_06c: 836 matches
Species Thermococcus_fumicolans_ST557: 847 matches
Species Thermococcus_IRI15c: 843 matches
Species Thermococcus_prieuri_Col3: 835 matches
Species Thermococcus_sp_23_4: 830 matches
Species Thermococcus_profundus_DSM_9503: 837 matches
Species Thermococcus_marinus_DSM_15227: 871 matches
Species Thermococcus_sp_26_2: 870 matches
Species Thermococcus_sp_33_3: 873 matches
Species Thermococcus_sp_9_3: 870 matches
Species Thermococcus_sp_AMTc09: 864 matches
Species Thermococcus_sp_AMTc102: 857 matches
Species Thermococcus_sp_AMTc71: 849 matches
Species Thermococcus_sp_AMTc72: 848 matches
Species Thermococcus_sp_AMTc79: 871 matches
Species Thermococcus_sp_AMTc94: 868 matches
Species Thermococcus_sp_CIR_03a: 878 matches
Species Thermococcus_sp_CIR_10a: 874 matches
Species Thermococcus_sp_DS1: 859 matches
Species Thermococcus_sp_E10P11: 868 matches
Species Thermococcus_sp_E10P8: 868 matches
Species Thermococcus_sp_E15p33: 867 matches
Species Thermococcus_sp_IRI10c: 841 matches
Species Thermococcus_sp_IRI_05c: 843 matches
Species Thermococcus_sp_IRI14c: 843 matches
Species Thermococcus_sp_EXT09c: 864 matches
Species Thermococcus_sp_IRI24c: 840 matches
Species Thermococcus_sp_IRI25c: 845 matches
Species Thermococcus_sp_IRI27c2: 841 matches
Species Thermococcus_sp_IRI29c: 839 matches
Species Thermococcus_sp_IRI_33c: 860 matches
Species Thermococcus_sp_TPV: 873 matches
Species Thermococcus_waiotapuensis_WT1: 806 matches
Species Thermococcus_sp_unknown: 857 matches
Species Thermococcus_stetteri_DSM_5262: 844 matches

Frame 1...
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 594 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 602 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 582 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 583 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 595 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 631 matches
Species GCA_000221185@Thermococcus_sp_4557: 573 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 595 matches
Species GCA_000151205@Thermococcus_sp_AM4: 628 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 687 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 652 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 730 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 728 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 656 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 627 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 633 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 773 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 817 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 828 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 912 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 626 matches
Species GCA_002214525@Thermococcus_sp_P6: 528 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 575 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 586 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 616 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 544 matches
