Environment created
Processing GCA_020386975@Thermococcus_bergensis_T7324


Calculating de novo conservation...
Species Thermococcus_barophilus_CH1: 0 matches
Species Thermococcus_barophilus_DT4: 0 matches
Species Thermococcus_AMTc51: 0 matches
Species Thermococcus_alcaliphilus_DSM_10322: 0 matches
Species Thermococcus_31_3: 0 matches
Species Thermococcus_AMTc85: 0 matches
Species Thermococcus_profundus_DSM_9503: 0 matches
Species Pyrococcus_sp_32_3: 0 matches
Species Thermococcus_prieuri_Col3: 0 matches
Species Pyrococcus_sp_IRI_42C: 0 matches
Species Thermococcus_29_3: 0 matches
Species Thermococcus_barophilus_423_3_23: 0 matches
Species Thermococcus_AMTc30: 0 matches
Species Pyrococcus_sp_GE_23: 0 matches
Species Thermococcus_23_2: 0 matches
Species Thermococcus_15_2: 0 matches
Species Thermococcus_aggregans_DSM_12819: 0 matches
Species Thermococcus_AMTc11: 0 matches
Species Thermococcus_sp_26_2: 0 matches
Species Thermococcus_sp_9_3: 0 matches
Species Thermococcus_sp_23_4: 0 matches
Species Thermococcus_sp_AMTc09: 0 matches
Species Thermococcus_sp_AMTc102: 0 matches
Species Thermococcus_fumicolans_ST557: 0 matches
Species Thermococcus_sp_AMTc71: 0 matches
Species Thermococcus_sp_33_3: 0 matches
Species Thermococcus_sp_AMTc72: 0 matches
Species Thermococcus_sp_AMTc79: 0 matches
Species Thermococcus_sp_AMTc94: 0 matches
Species Thermococcus_sp_CIR_03a: 0 matches
Species Thermococcus_sp_CIR_10a: 0 matches
Species Thermococcus_sp_EXT09c: 0 matches
Species Thermococcus_sp_IRI27c2: 0 matches
Species Thermococcus_sp_E15p33: 0 matches
Species Thermococcus_sp_unknown: 0 matches
Species Thermococcus_sp_IRI29c: 0 matches
Species Thermococcus_sp_E10P8: 0 matches
Species Thermococcus_stetteri_DSM_5262: 0 matches
Species Thermococcus_sp_TPV: 0 matches
Species Thermococcus_sp_IRI25c: 0 matches
Species Thermococcus_waiotapuensis_WT1: 0 matches
Species Thermococcus_sp_IRI14c: 0 matches
Species Thermococcus_sp_IRI_33c: 0 matches
Species Thermococcus_sp_IRI24c: 0 matches
Species Thermococcus_sp_IRI10c: 0 matches
Species Thermococcus_sp_IRI_05c: 0 matches
Species Thermococcus_sp_DS1: 0 matches
Species Thermococcus_sp_E10P11: 0 matches



Calculating CDS conservation...
Extracted 1000 CDSs for the focal species GCA_020386975@Thermococcus_bergensis_T7324

Species GCA_006274605@Thermococcus_indicus_IOH1: 767 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 767 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 768 matches
Species GCA_000151205@Thermococcus_sp_AM4: 723 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 803 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 758 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 815 matches
Species GCA_024707485@Thermococcus_sp_813A4: 766 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 735 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 709 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 751 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 755 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 736 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 722 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 751 matches
Species GCA_002214605@Thermococcus_chitonophagus: 723 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 710 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 814 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 710 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 735 matches
Species GCA_002197185@Thermococcus_sp_5_4: 741 matches
Species GCA_002214525@Thermococcus_sp_P6: 689 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 721 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 747 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 720 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 740 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 761 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 743 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 719 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 907 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 725 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 759 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 727 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 793 matches
Species GCA_000221185@Thermococcus_sp_4557: 753 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 742 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 726 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 739 matches
Species GCA_002214585@Thermococcus_profundus_DT_5432: 727 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 734 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 747 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 771 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 815 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 934 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 723 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 746 matches
Species Pyrococcus_sp_32_4: 732 matches
Species GCA_035621495@Thermococcus_sp_SY098: 767 matches
Species Pyrococcus_sp_IRI_42C: 716 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 755 matches
Species Palaeococcus_helgesoni_DSM_15127: 775 matches
Species Pyrococcus_abyssi_GE2: 719 matches
Species Pyrococcus_endeavori_ES4: 719 matches
Species Thermococcus_23_2: 741 matches
Species Thermococcus_15_2: 717 matches
Species Pyrococcus_sp_EXT_15c: 731 matches
Species Pyrococcus_31_3: 732 matches
Species Thermococcus_prieuri_Col3: 718 matches
Species Pyrococcus_EXT16: 727 matches
Species Thermococcus_29_3: 733 matches
Species Pyrococcus_32_1: 732 matches
Species Pyrococcus_sp_32_3: 732 matches
Species Thermococcus_profundus_DSM_9503: 720 matches
Species Thermococcus_aegaeus_DSM_12767: 848 matches
Species Pyrococcus_sp_GE_23: 713 matches
Species Thermococcus_sp_23_4: 741 matches
Species Thermococcus_AMTc51: 720 matches
Species Thermococcus_alcaliphilus_DSM_10322: 842 matches
Species Thermococcus_aggregans_DSM_12819: 803 matches
Species Thermococcus_AMTc30: 729 matches
Species Thermococcus_sp_33_3: 744 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 744 matches
Species Thermococcus_fumicolans_ST557: 727 matches
Species Thermococcus_AMTc11: 774 matches
Species Thermococcus_atlanticus_DSM_15226: 773 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 746 matches
Species Thermococcus_barophilus_423_3_23: 757 matches
Species Thermococcus_E15P35: 730 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 920 matches
Species Thermococcus_IRI15c: 761 matches
Species Thermococcus_IRI_06c: 758 matches
Species Thermococcus_barophilus_DT4: 731 matches
Species Thermococcus_barophilus_CH1: 773 matches
Species Thermococcus_AMTc85: 721 matches
Species Thermococcus_marinus_DSM_15227: 744 matches
Species Thermococcus_31_3: 733 matches
Species Thermococcus_sp_9_3: 740 matches
Species Thermococcus_sp_AMTc72: 745 matches
Species Thermococcus_sp_AMTc71: 745 matches
Species Thermococcus_sp_26_2: 729 matches
Species Thermococcus_sp_AMTc79: 740 matches
Species Thermococcus_EXT11c: 730 matches
Species Thermococcus_sp_AMTc94: 736 matches
Species Thermococcus_sp_AMTc09: 730 matches
Species Thermococcus_sp_IRI14c: 760 matches
Species Thermococcus_sp_IRI27c2: 757 matches
Species Thermococcus_coalescens_TS1: 764 matches
Species Thermococcus_sp_CIR_03a: 758 matches
Species Thermococcus_sp_AMTc102: 729 matches
Species Thermococcus_sp_DS1: 741 matches
Species Thermococcus_sp_E10P8: 730 matches
Species Thermococcus_sp_IRI25c: 761 matches
Species Thermococcus_sp_IRI_33c: 737 matches
Species Thermococcus_sp_IRI24c: 757 matches
Species Thermococcus_sp_E15p33: 730 matches
Species Thermococcus_sp_E10P11: 730 matches
Species Thermococcus_sp_EXT09c: 725 matches
Species Thermococcus_waiotapuensis_WT1: 716 matches
Species Thermococcus_sp_IRI_05c: 761 matches
Species Thermococcus_sp_IRI29c: 757 matches
Species Thermococcus_sp_unknown: 724 matches
Species Thermococcus_sp_TPV: 747 matches
Species Thermococcus_stetteri_DSM_5262: 824 matches
Species Thermococcus_sp_IRI10c: 762 matches
Species Thermococcus_sp_CIR_10a: 748 matches



Calculating TRG conservation...
Extracted 49 TRGs for the focal species GCA_020386975@Thermococcus_bergensis_T7324

Species GCA_000265525@Thermococcus_cleftensis_CL1: 4 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 1 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 13 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 1 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 3 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 2 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 7 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 4 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 4 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 3 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 3 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 5 matches
Species GCA_000221185@Thermococcus_sp_4557: 5 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 4 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 4 matches
Species GCA_000151205@Thermococcus_sp_AM4: 3 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 4 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 2 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 3 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 5 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 4 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 12 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 4 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 5 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 5 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 4 matches
Species GCA_002214605@Thermococcus_chitonophagus: 5 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 3 matches
Species GCA_002214585@Thermococcus_profundus_DT_5432: 4 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 4 matches
Species GCA_002197185@Thermococcus_sp_5_4: 5 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 5 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 2 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 4 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 4 matches
Species GCA_002214525@Thermococcus_sp_P6: 2 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 3 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 3 matches
Species GCA_024707485@Thermococcus_sp_813A4: 4 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 4 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 2 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 13 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 5 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 5 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 3 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 3 matches
Species GCA_035621495@Thermococcus_sp_SY098: 4 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 3 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 2 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 5 matches
Species Pyrococcus_abyssi_GE2: 4 matches
Species Palaeococcus_helgesoni_DSM_15127: 4 matches
Species Pyrococcus_endeavori_ES4: 1 matches
Species Pyrococcus_EXT16: 5 matches
Species Pyrococcus_sp_EXT_15c: 2 matches
Species Thermococcus_IRI_06c: 4 matches
Species Thermococcus_E15P35: 3 matches
Species Pyrococcus_sp_IRI_42C: 2 matches
Species Pyrococcus_sp_32_3: 4 matches
Species Pyrococcus_32_1: 4 matches
Species Thermococcus_23_2: 5 matches
Species Pyrococcus_sp_32_4: 4 matches
Species Pyrococcus_sp_GE_23: 3 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 11 matches
Species Thermococcus_barophilus_423_3_23: 4 matches
Species Thermococcus_barophilus_DT4: 3 matches
Species Thermococcus_EXT11c: 2 matches
Species Thermococcus_IRI15c: 5 matches
Species Pyrococcus_31_3: 4 matches
Species Thermococcus_AMTc85: 2 matches
Species Thermococcus_AMTc51: 3 matches
Species Thermococcus_15_2: 4 matches
Species Thermococcus_aegaeus_DSM_12767: 16 matches
Species Thermococcus_31_3: 4 matches
Species Thermococcus_AMTc30: 2 matches
Species Thermococcus_alcaliphilus_DSM_10322: 11 matches
Species Thermococcus_barophilus_CH1: 4 matches
Species Thermococcus_aggregans_DSM_12819: 13 matches
Species Thermococcus_fumicolans_ST557: 2 matches
Species Thermococcus_AMTc11: 4 matches
Species Thermococcus_atlanticus_DSM_15226: 3 matches
Species Thermococcus_marinus_DSM_15227: 6 matches
Species Thermococcus_prieuri_Col3: 3 matches
Species Thermococcus_29_3: 4 matches
Species Thermococcus_coalescens_TS1: 4 matches
Species Thermococcus_profundus_DSM_9503: 4 matches
Species Thermococcus_sp_23_4: 5 matches
Species Thermococcus_sp_33_3: 4 matches
Species Thermococcus_sp_9_3: 5 matches
Species Thermococcus_sp_AMTc72: 3 matches
Species Thermococcus_sp_26_2: 6 matches
Species Thermococcus_sp_AMTc102: 6 matches
Species Thermococcus_sp_AMTc71: 3 matches
Species Thermococcus_sp_AMTc09: 6 matches
Species Thermococcus_sp_AMTc94: 4 matches
Species Thermococcus_sp_AMTc79: 4 matches
Species Thermococcus_sp_CIR_03a: 4 matches
Species Thermococcus_sp_E10P11: 4 matches
Species Thermococcus_sp_CIR_10a: 4 matches
Species Thermococcus_sp_DS1: 5 matches
Species Thermococcus_sp_EXT09c: 3 matches
Species Thermococcus_sp_E15p33: 3 matches
Species Thermococcus_sp_IRI_05c: 5 matches
Species Thermococcus_sp_E10P8: 4 matches
Species Thermococcus_sp_IRI10c: 5 matches
Species Thermococcus_sp_IRI25c: 5 matches
Species Thermococcus_sp_IRI14c: 5 matches
Species Thermococcus_sp_unknown: 3 matches
Species Thermococcus_waiotapuensis_WT1: 3 matches
Species Thermococcus_sp_IRI27c2: 4 matches
Species Thermococcus_sp_IRI24c: 4 matches
Species Thermococcus_sp_TPV: 3 matches
Species Thermococcus_sp_IRI29c: 4 matches
Species Thermococcus_stetteri_DSM_5262: 5 matches
Species Thermococcus_sp_IRI_33c: 5 matches



Calculating intergenic conservation...
Extracted 603 intergenic sequences for the focal species GCA_020386975@Thermococcus_bergensis_T7324

Species GCA_000011105@Pyrococcus_horikoshii_OT3: 24 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 23 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 44 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 14 matches
Species GCA_000151205@Thermococcus_sp_AM4: 17 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 35 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 19 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 18 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 23 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 28 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 19 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 30 matches
Species GCA_002214525@Thermococcus_sp_P6: 20 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 26 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 30 matches
Species GCA_000221185@Thermococcus_sp_4557: 24 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 16 matches
Species GCA_002197185@Thermococcus_sp_5_4: 16 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 18 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 24 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 21 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 36 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 33 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 34 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 22 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 20 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 15 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 46 matches
Species GCA_002214585@Thermococcus_profundus_DT_5432: 15 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 18 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 25 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 22 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 22 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 26 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 20 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 27 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 17 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 17 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 27 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 36 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 29 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 24 matches
Species GCA_002214605@Thermococcus_chitonophagus: 17 matches
Species GCA_024707485@Thermococcus_sp_813A4: 23 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 23 matches
Species GCA_035621495@Thermococcus_sp_SY098: 28 matches
Species Pyrococcus_abyssi_GE2: 18 matches
Species Pyrococcus_endeavori_ES4: 24 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 29 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 21 matches
Species Pyrococcus_sp_IRI_42C: 29 matches
Species Thermococcus_23_2: 18 matches
Species Pyrococcus_31_3: 17 matches
Species Palaeococcus_helgesoni_DSM_15127: 31 matches
Species Pyrococcus_sp_EXT_15c: 22 matches
Species Pyrococcus_sp_GE_23: 18 matches
Species Pyrococcus_32_1: 17 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 23 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 17 matches
Species Pyrococcus_sp_32_4: 18 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 51 matches
Species Thermococcus_aegaeus_DSM_12767: 31 matches
Species Pyrococcus_EXT16: 18 matches
Species Thermococcus_alcaliphilus_DSM_10322: 30 matches
Species Pyrococcus_sp_32_3: 18 matches
Species Thermococcus_29_3: 21 matches
Species Thermococcus_aggregans_DSM_12819: 24 matches
Species Thermococcus_15_2: 22 matches
Species Thermococcus_AMTc85: 19 matches
Species Thermococcus_AMTc30: 17 matches
Species Thermococcus_barophilus_423_3_23: 27 matches
Species Thermococcus_31_3: 20 matches
Species Thermococcus_AMTc51: 20 matches
Species Thermococcus_E15P35: 20 matches
Species Thermococcus_atlanticus_DSM_15226: 31 matches
Species Thermococcus_barophilus_CH1: 29 matches
Species Thermococcus_barophilus_DT4: 26 matches
Species Thermococcus_coalescens_TS1: 25 matches
Species Thermococcus_EXT11c: 13 matches
Species Thermococcus_AMTc11: 27 matches
Species Thermococcus_IRI15c: 36 matches
Species Thermococcus_fumicolans_ST557: 20 matches
Species Thermococcus_IRI_06c: 29 matches
Species Thermococcus_marinus_DSM_15227: 29 matches
Species Thermococcus_profundus_DSM_9503: 15 matches
Species Thermococcus_sp_23_4: 19 matches
Species Thermococcus_sp_AMTc09: 18 matches
Species Thermococcus_sp_AMTc79: 21 matches
Species Thermococcus_sp_AMTc94: 19 matches
Species Thermococcus_sp_33_3: 16 matches
Species Thermococcus_prieuri_Col3: 20 matches
Species Thermococcus_sp_9_3: 22 matches
Species Thermococcus_sp_26_2: 19 matches
Species Thermococcus_sp_AMTc102: 16 matches
Species Thermococcus_sp_EXT09c: 18 matches
Species Thermococcus_sp_AMTc71: 22 matches
Species Thermococcus_sp_E10P8: 20 matches
Species Thermococcus_sp_IRI10c: 35 matches
Species Thermococcus_sp_AMTc72: 22 matches
Species Thermococcus_sp_DS1: 23 matches
Species Thermococcus_sp_E10P11: 20 matches
Species Thermococcus_sp_IRI25c: 36 matches
Species Thermococcus_sp_E15p33: 20 matches
Species Thermococcus_sp_IRI14c: 36 matches
Species Thermococcus_sp_CIR_10a: 24 matches
Species Thermococcus_sp_CIR_03a: 23 matches
Species Thermococcus_sp_IRI_05c: 17 matches
Species Thermococcus_waiotapuensis_WT1: 15 matches
Species Thermococcus_sp_IRI24c: 31 matches
Species Thermococcus_sp_TPV: 20 matches
Species Thermococcus_stetteri_DSM_5262: 38 matches
Species Thermococcus_sp_unknown: 20 matches
Species Thermococcus_sp_IRI_33c: 24 matches
Species Thermococcus_sp_IRI27c2: 31 matches
Species Thermococcus_sp_IRI29c: 31 matches



Running ssearch for all 6 frames of the 1000 CDSs...

Frame 0...
Species GCA_002214525@Thermococcus_sp_P6: 671 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 688 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 1000 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 692 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 690 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 706 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 691 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 705 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 706 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 715 matches
Species GCA_000151205@Thermococcus_sp_AM4: 710 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 708 matches
Species GCA_002214605@Thermococcus_chitonophagus: 713 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 712 matches
Species GCA_002214585@Thermococcus_profundus_DT_5432: 716 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 719 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 724 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 723 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 721 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 731 matches
Species GCA_002197185@Thermococcus_sp_5_4: 725 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 725 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 730 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 727 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 733 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 729 matches
