genome	feature	cds	trg	denovo
GCA_000022365@Thermococcus_gammatolerans_EJ3	aa_Y	0.03655262776396059	0.03957105983697967	0.05543018840891181
GCA_000022365@Thermococcus_gammatolerans_EJ3	gene_length	872.8924137931034	542.9052631578948	210.0
GCA_000022545@Thermococcus_sibiricus_MM_739	gc	40.26717762969035	37.205199475612346	
GCA_000022545@Thermococcus_sibiricus_MM_739	aromaticity	0.09458996088452007	0.10351186274459444	
GCA_000022545@Thermococcus_sibiricus_MM_739	instability	34.448750703498575	34.35831282174618	
GCA_000022545@Thermococcus_sibiricus_MM_739	flexibility	0.9995271100716926	0.9941398037136857	
GCA_000022545@Thermococcus_sibiricus_MM_739	hydropathy	-0.07949850274408493	0.06504168638103601	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_A	0.06483241922780662	0.04155893165331995	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_C	0.006990521138714286	0.013397960332900147	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_D	0.04340146675381118	0.03313929483881292	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_E	0.09060676096572053	0.07853909575091922	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_F	0.04519782098855577	0.05317669503658831	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_G	0.07017381088675416	0.05455962463517913	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_H	0.016330269638231084	0.013498711658373073	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_I	0.08713390088223581	0.09726691660287648	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_K	0.08602635479196742	0.08556262753194444	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_L	0.1035068015078079	0.1211417889810638	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_M	0.02517780373776313	0.03345221617332292	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_N	0.0352853366538152	0.03922887465962009	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_P	0.0394433808909125	0.034100848815835014	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_Q	0.019268185975552223	0.026747861706323765	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_R	0.049557250406544504	0.05049579775502013	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_S	0.04816103153872227	0.058303527228472256	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_T	0.04395581203884868	0.046864767895250445	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_V	0.07555893208027242	0.0686292910361718	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_W	0.011448020942981947	0.01296762690310807	
GCA_000022545@Thermococcus_sibiricus_MM_739	aa_Y	0.03794411895298235	0.037367540804898056	
GCA_000022545@Thermococcus_sibiricus_MM_739	gene_length	833.7841191066998	305.0377358490566	
GCA_000151105@Thermococcus_barophilus_MP	gc	41.71122622380076	38.891981504924814	34.64052287581699
GCA_000151105@Thermococcus_barophilus_MP	aromaticity	0.09647872018537547	0.1163425474202763	0.16
GCA_000151105@Thermococcus_barophilus_MP	instability	34.29212008299143	36.61879921817134	88.30220000000003
GCA_000151105@Thermococcus_barophilus_MP	flexibility	0.9991106081595978	0.9966667205846576	0.9922305458768873
GCA_000151105@Thermococcus_barophilus_MP	hydropathy	-0.06653040666538991	-0.008507970051643684	-0.49
GCA_000151105@Thermococcus_barophilus_MP	aa_A	0.06725760685747335	0.05327825619355368	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_C	0.006750562242173869	0.006740045620165009	0.0
GCA_000151105@Thermococcus_barophilus_MP	aa_D	0.04395537708836187	0.03528476840991354	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_E	0.08987702141753605	0.09312002209024829	0.08
GCA_000151105@Thermococcus_barophilus_MP	aa_F	0.045883011044699426	0.058649577886850456	0.08
GCA_000151105@Thermococcus_barophilus_MP	aa_G	0.06816382593246088	0.05805745715680471	0.04
GCA_000151105@Thermococcus_barophilus_MP	aa_H	0.015920071344309693	0.014075753477235177	0.0
GCA_000151105@Thermococcus_barophilus_MP	aa_I	0.08793542594366859	0.08865218201803102	0.12
GCA_000151105@Thermococcus_barophilus_MP	aa_K	0.0872484170973299	0.09012372760518969	0.06
GCA_000151105@Thermococcus_barophilus_MP	aa_L	0.10467711915741715	0.11881795405941259	0.08
GCA_000151105@Thermococcus_barophilus_MP	aa_M	0.024559893862389562	0.030790017016243593	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_N	0.0332750072568522	0.035928907719417744	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_P	0.038654748773258155	0.029450947048384423	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_Q	0.018892314451313317	0.01878436043602765	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_R	0.052186409646682363	0.05014760945199027	0.16
GCA_000151105@Thermococcus_barophilus_MP	aa_S	0.04663702095740789	0.053828719208715896	0.08
GCA_000151105@Thermococcus_barophilus_MP	aa_T	0.041240414351535665	0.040086377306826765	0.08
GCA_000151105@Thermococcus_barophilus_MP	aa_V	0.07629004343445403	0.06649034776156364	0.02
GCA_000151105@Thermococcus_barophilus_MP	aa_W	0.011522475995929916	0.014724734653360445	0.0
GCA_000151105@Thermococcus_barophilus_MP	aa_Y	0.03907323314474612	0.042968234880065403	0.08
GCA_000151105@Thermococcus_barophilus_MP	gene_length	859.4858171994597	482.688679245283	153.0
GCA_000151205@Thermococcus_sp_AM4	gc	54.97370917248047	49.84880586571623	
GCA_000151205@Thermococcus_sp_AM4	aromaticity	0.09234088227359306	0.10951214003652385	
GCA_000151205@Thermococcus_sp_AM4	instability	35.02493700461481	33.901916909200885	
GCA_000151205@Thermococcus_sp_AM4	flexibility	0.998072393941355	0.9921197107894809	
GCA_000151205@Thermococcus_sp_AM4	hydropathy	-0.06518734401551785	0.19153980178002344	
GCA_000151205@Thermococcus_sp_AM4	aa_A	0.07269459258789664	0.06742391878092957	
GCA_000151205@Thermococcus_sp_AM4	aa_C	0.0064350283781553904	0.006618239917713543	
GCA_000151205@Thermococcus_sp_AM4	aa_D	0.04518950881059653	0.03568535403790898	
GCA_000151205@Thermococcus_sp_AM4	aa_E	0.09058278019334698	0.07034188059470824	
GCA_000151205@Thermococcus_sp_AM4	aa_F	0.04292899543976367	0.050588823680630626	
GCA_000151205@Thermococcus_sp_AM4	aa_G	0.07569046668418407	0.07152465082336859	
GCA_000151205@Thermococcus_sp_AM4	aa_H	0.015568557216371327	0.013025571621152632	
GCA_000151205@Thermococcus_sp_AM4	aa_I	0.06923859150486561	0.07332110379531116	
GCA_000151205@Thermococcus_sp_AM4	aa_K	0.06704288840233731	0.06282495722563186	
GCA_000151205@Thermococcus_sp_AM4	aa_L	0.11057795523454889	0.12817958538426388	
GCA_000151205@Thermococcus_sp_AM4	aa_M	0.023404021270791886	0.02550634923775147	
GCA_000151205@Thermococcus_sp_AM4	aa_N	0.02879870959783282	0.03155936054419108	
GCA_000151205@Thermococcus_sp_AM4	aa_P	0.042846164951430635	0.041096978185963536	
GCA_000151205@Thermococcus_sp_AM4	aa_Q	0.015545035403356257	0.014239949696116378	
GCA_000151205@Thermococcus_sp_AM4	aa_R	0.06679670737623875	0.05444597660965702	
GCA_000151205@Thermococcus_sp_AM4	aa_S	0.048243481879982876	0.061027624015966474	
GCA_000151205@Thermococcus_sp_AM4	aa_T	0.04316851560510311	0.048837683664564986	
GCA_000151205@Thermococcus_sp_AM4	aa_V	0.08583611262936786	0.08482867582827676	
GCA_000151205@Thermococcus_sp_AM4	aa_W	0.012701565021380878	0.018213317346430145	
GCA_000151205@Thermococcus_sp_AM4	aa_Y	0.03671032181244852	0.04070999900946307	
GCA_000151205@Thermococcus_sp_AM4	gene_length	855.8928571428571	568.9594594594595	
GCA_000195935@Pyrococcus_abyssi_GE5	gc	44.71301857871408	40.7543842287181	35.46099290780142
GCA_000195935@Pyrococcus_abyssi_GE5	aromaticity	0.09141632508004702	0.10080720592335095	0.08695652173913043
GCA_000195935@Pyrococcus_abyssi_GE5	instability	34.46450495424063	36.67531329712229	17.760869565217387
GCA_000195935@Pyrococcus_abyssi_GE5	flexibility	0.9991291429757952	0.9957434283641848	0.9903548906048908
GCA_000195935@Pyrococcus_abyssi_GE5	hydropathy	-0.06127534832829438	0.06435226723569583	0.16521739130434782
GCA_000195935@Pyrococcus_abyssi_GE5	aa_A	0.06505227202795484	0.05372423766288005	0.10869565217391304
GCA_000195935@Pyrococcus_abyssi_GE5	aa_C	0.006287572297681512	0.006435226130157799	0.021739130434782608
GCA_000195935@Pyrococcus_abyssi_GE5	aa_D	0.04559540465468423	0.03897332948285336	0.021739130434782608
GCA_000195935@Pyrococcus_abyssi_GE5	aa_E	0.09062990817893914	0.0827897005572997	0.043478260869565216
GCA_000195935@Pyrococcus_abyssi_GE5	aa_F	0.042807315576959916	0.04587337009211715	0.043478260869565216
GCA_000195935@Pyrococcus_abyssi_GE5	aa_G	0.07043681465219272	0.05425318456384926	0.0
GCA_000195935@Pyrococcus_abyssi_GE5	aa_H	0.014473592419581844	0.010155709068575408	0.021739130434782608
GCA_000195935@Pyrococcus_abyssi_GE5	aa_I	0.08715644509276532	0.09792813909919551	0.13043478260869565
GCA_000195935@Pyrococcus_abyssi_GE5	aa_K	0.08132231245411196	0.08023084193818807	0.10869565217391304
GCA_000195935@Pyrococcus_abyssi_GE5	aa_L	0.10424358878368838	0.1186846956629735	0.10869565217391304
GCA_000195935@Pyrococcus_abyssi_GE5	aa_M	0.02448133659775902	0.027019259834936814	0.021739130434782608
GCA_000195935@Pyrococcus_abyssi_GE5	aa_N	0.032081197234184344	0.03943633988740861	0.043478260869565216
GCA_000195935@Pyrococcus_abyssi_GE5	aa_P	0.040573783166690455	0.03153649121000714	0.021739130434782608
GCA_000195935@Pyrococcus_abyssi_GE5	aa_Q	0.015835622621523816	0.01565304246559829	0.0
GCA_000195935@Pyrococcus_abyssi_GE5	aa_R	0.059312537999260555	0.05941213214762771	0.10869565217391304
GCA_000195935@Pyrococcus_abyssi_GE5	aa_S	0.04840030322663166	0.060607365772799675	0.06521739130434782
GCA_000195935@Pyrococcus_abyssi_GE5	aa_T	0.04057846612053364	0.04405144386116052	0.021739130434782608
GCA_000195935@Pyrococcus_abyssi_GE5	aa_V	0.08212251739176957	0.07830165473113762	0.06521739130434782
GCA_000195935@Pyrococcus_abyssi_GE5	aa_W	0.011446136638416518	0.014663162795796702	0.0
GCA_000195935@Pyrococcus_abyssi_GE5	aa_Y	0.03716287286467059	0.040270673035437105	0.043478260869565216
GCA_000195935@Pyrococcus_abyssi_GE5	gene_length	862.9438614900315	513.9	141.0
GCA_000211475@Pyrococcus_sp_NA2	gc	42.66910556400065	40.24653730050135	
GCA_000211475@Pyrococcus_sp_NA2	aromaticity	0.09211905633118743	0.1140779772181396	
GCA_000211475@Pyrococcus_sp_NA2	instability	35.09017268723151	36.37826301387777	
GCA_000211475@Pyrococcus_sp_NA2	flexibility	0.9987252649056044	0.9907898005958559	
GCA_000211475@Pyrococcus_sp_NA2	hydropathy	-0.05466544875682486	0.2184246995292172	
GCA_000211475@Pyrococcus_sp_NA2	aa_A	0.06336764485072578	0.055654668141343636	
GCA_000211475@Pyrococcus_sp_NA2	aa_C	0.006689677389471275	0.009243893804823336	
GCA_000211475@Pyrococcus_sp_NA2	aa_D	0.04381456087325089	0.034187476561557094	
GCA_000211475@Pyrococcus_sp_NA2	aa_E	0.09044070169928299	0.06780385183557198	
GCA_000211475@Pyrococcus_sp_NA2	aa_F	0.04317861716926254	0.05526286517504595	
GCA_000211475@Pyrococcus_sp_NA2	aa_G	0.07097746487021604	0.05717657567062659	
GCA_000211475@Pyrococcus_sp_NA2	aa_H	0.014814563904042215	0.012337427122391866	
GCA_000211475@Pyrococcus_sp_NA2	aa_I	0.09015753527315196	0.08939290613094437	
GCA_000211475@Pyrococcus_sp_NA2	aa_K	0.0805050721678662	0.07467815838590042	
GCA_000211475@Pyrococcus_sp_NA2	aa_L	0.10380904622893514	0.11856872332586581	
GCA_000211475@Pyrococcus_sp_NA2	aa_M	0.024774863861347366	0.03593781653724138	
GCA_000211475@Pyrococcus_sp_NA2	aa_N	0.032459280873439335	0.036716243861241886	
GCA_000211475@Pyrococcus_sp_NA2	aa_P	0.04064150363486626	0.03284030618247632	
GCA_000211475@Pyrococcus_sp_NA2	aa_Q	0.015890094744462832	0.015414628271728775	
GCA_000211475@Pyrococcus_sp_NA2	aa_R	0.06004471352862599	0.05468719085935833	
GCA_000211475@Pyrococcus_sp_NA2	aa_S	0.047915993795392534	0.058263815342777386	
GCA_000211475@Pyrococcus_sp_NA2	aa_T	0.04138855797349319	0.04726921726535011	
GCA_000211475@Pyrococcus_sp_NA2	aa_V	0.08018966800024259	0.08574912348266113	
GCA_000211475@Pyrococcus_sp_NA2	aa_W	0.011587291031574227	0.017405147481163064	
GCA_000211475@Pyrococcus_sp_NA2	aa_Y	0.03735314813035066	0.04140996456193058	
GCA_000211475@Pyrococcus_sp_NA2	gene_length	857.373246492986	402.1515151515151	
GCA_000215995@Pyrococcus_yayanosii_CH1	gc	51.78541658679748	47.08024173618275	
GCA_000215995@Pyrococcus_yayanosii_CH1	aromaticity	0.08997444487637386	0.10318812534597828	
GCA_000215995@Pyrococcus_yayanosii_CH1	instability	35.310691482731116	37.72962144553259	
GCA_000215995@Pyrococcus_yayanosii_CH1	flexibility	0.9978658204247693	0.9911885416094705	
GCA_000215995@Pyrococcus_yayanosii_CH1	hydropathy	-0.04604159652952269	0.23068651499351753	
GCA_000215995@Pyrococcus_yayanosii_CH1	aa_A	0.07408845077783897	0.07043349607919047	
GCA_000215995@Pyrococcus_yayanosii_CH1	aa_C	0.0071201480221959905	0.008282095059170349	
