genome	cds	gc_content	aromaticity	instability	mean_flexibility	hydropathy	len_nu	type
Pyrococcus_sp_32_3	EDCHFHLE_01627_gene_mRNA	0.9917330384532783	0.02857142857142857	48.12142857142855	1.0178274785323966	-0.7485714285714286	213	denovo
Thermococcus_AMTc11	GFJMONNO_00169_gene_mRNA	0.7923915612486381	0.08994708994708994	62.15026455026455	0.9848964285714287	0.7798941798941798	570	denovo
GCA_008152015@Thermococcus_aciditolerans_SY113	AJGPKGBP_00434_gene_mRNA	0.9094971682157953	0.08133971291866028	48.445502392344494	0.9912080952380953	0.18277511961722487	630	denovo
GCA_028471865@Thermococcus_kodakarensis_TS901	KNEHCMDO_00837_gene_mRNA	1.041717749830211	0.05128205128205128	48.42564102564102	0.993163492063492	-0.32051282051282054	120	denovo
GCA_000007305@Pyrococcus_furiosus_DSM_3638	BCEBDJIJ_00768_gene_mRNA	1.1433578965047717	0.06299212598425197	45.40629921259841	1.0047834947538339	-0.1677165354330709	384	denovo
GCA_900012635@Thermococcus_chitonophagus_isolate_1	PPKIDKBL_00710_gene_mRNA	0.6849713638626074	0.0784313725490196	43.3470588235294	0.9685039682539682	1.2333333333333334	156	denovo
GCA_035621495@Thermococcus_sp_SY098	LGNMEAEL_00989_gene_mRNA	0.836557223973915	0.13846153846153847	25.776923076923072	0.9912127976190476	0.1169230769230769	198	denovo
Thermococcus_alcaliphilus_DSM_10322	HKFOCBLP_00592_gene_mRNA	0.6000616912374039	0.1	39.251428571428576	0.9913549960967994	0.2714285714285714	213	denovo
Thermococcus_sp_23_4	DIIPPFNO_01130_gene_mRNA	0.8829174900268929	0.1069182389937107	63.04654088050314	1.0016838095238094	-0.8465408805031446	480	denovo
Pyrococcus_sp_32_4	ANCILGIH_00752_gene_mRNA	0.5764804317288369	0.05714285714285714	-9.134285714285713	0.9746845238095238	0.7857142857142857	108	denovo
Thermococcus_AMTc30	DBJFJDPB_00921_gene_mRNA	0.882621658937557	0.08482142857142858	48.51294642857143	1.0069276301218162	-0.7370535714285714	675	denovo
Pyrococcus_32_1	ADNHAJGI_02026_gene_mRNA	1.0416871299687152	0.1111111111111111	58.24722222222223	1.0066763668430336	0.2083333333333333	111	denovo
GCA_002214465@Thermococcus_barossii_SHCK_94	OCJIHLOK_01858_gene_mRNA	0.9670283129829607	0.10810810810810811	51.366216216216216	0.9996043956043956	-0.2756756756756757	225	denovo
Thermococcus_sp_CIR_10a	GHGJAMGE_02380_gene_mRNA	0.9900941188273636	0.0851063829787234	13.60638297872341	1.0275595238095239	-1.527659574468085	144	denovo
Thermococcus_29_3	ONHDGIGB_01003_gene_mRNA	0.8428608000849853	0.13043478260869565	49.487101449275364	0.9988476190476191	-0.15507246376811598	210	denovo
GCA_020386975@Thermococcus_bergensis_T7324	KOPGNMII_00670_gene_mRNA	1.0835712303700988	0.060402684563758385	64.76986577181208	1.0063425170068028	-0.7221476510067115	450	denovo
GCA_001484685@Thermococcus_sp_2319x1	FDFCGALF_01644_gene_mRNA	0.8243169161673874	0.06896551724137931	42.55574712643678	1.0066471861471862	-0.5172413793103449	525	denovo
Thermococcus_AMTc85	HGJLAOHP_00695_gene_mRNA	1.0460816340624621	0.06557377049180328	40.81147540983606	0.9890693681318682	0.7868852459016393	186	denovo
GCA_000022365@Thermococcus_gammatolerans_EJ3	IOIKJFFK_00291_gene_mRNA	1.0485964289136278	0.08333333333333333	32.727777777777774	0.9919584278155706	-0.10277777777777782	219	denovo
Pyrococcus_EXT16	KGGIBHBC_00992_gene_mRNA	0.9363012323918936	0.041666666666666664	70.29791666666667	1.0144160561660562	-0.7354166666666667	147	denovo
Pyrococcus_sp_EXT_15c	GDFJICBN_01038_gene_mRNA	1.0684872292315	0.11594202898550725	46.72173913043478	0.9921541666666667	0.6072463768115942	210	denovo
Thermococcus_sp_33_3	EEHIGLKK_01721_gene_mRNA	0.8460444841041679	0.13043478260869565	43.976956521739126	0.9990809523809524	-0.24782608695652175	210	denovo
Thermococcus_AMTc30	DBJFJDPB_01482_gene_mRNA	1.0401030305417274	0.19767441860465118	35.39651162790697	0.9894403215831789	-0.20697674418604656	261	denovo
Thermococcus_sp_9_3	JNEHKGLE_01179_gene_mRNA	0.8421619396941036	0.13043478260869565	49.487101449275364	0.9988476190476191	-0.15507246376811598	210	denovo
GCA_001484685@Thermococcus_sp_2319x1	FDFCGALF_02150_gene_mRNA	0.8969251419437896	0.046875	16.867187499999993	1.0065482683982685	-0.45	195	denovo
Thermococcus_barophilus_423_3_23	KLPMFDKH_00748_gene_mRNA	1.005013679919337	0.0	20.184210526315788	1.0021999178981937	-0.5368421052631579	117	denovo
Thermococcus_sp_9_3	JNEHKGLE_01192_gene_mRNA	1.0078450017129608	0.058823529411764705	57.478151260504205	1.0079685064935064	-0.6789915966386555	360	denovo
Pyrococcus_32_1	ADNHAJGI_00554_gene_mRNA	0.6984388929856807	0.0784313725490196	43.3470588235294	0.9695753968253968	1.1823529411764706	156	denovo
GCA_001484685@Thermococcus_sp_2319x1	FDFCGALF_00977_gene_mRNA	1.0582532615343392	0.13	55.785100000000014	0.9812210884353741	0.23999999999999996	303	denovo
GCA_006274605@Thermococcus_indicus_IOH1	PBPJMCNB_00743_gene_mRNA	1.0673239753526222	0.09090909090909091	62.83363636363635	0.9919125412541254	0.034545454545454525	333	denovo
Thermococcus_barophilus_423_3_23	KLPMFDKH_00305_gene_mRNA	0.6818895091590549	0.18333333333333335	20.981833333333327	0.9753569094304388	1.1533333333333333	183	denovo
Thermococcus_sp_IRI29c	LAMLPHDI_01330_gene_mRNA	1.0270885691377514	0.014084507042253521	43.50281690140845	0.9885649001536098	0.752112676056338	216	denovo
GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	MHNPHHGP_00743_gene_mRNA	1.1438700450397812	0.06299212598425197	45.40629921259841	1.0047834947538339	-0.1677165354330709	384	denovo
Thermococcus_sp_AMTc79	EFDKJKPG_01864_gene_mRNA	0.8471467281361317	0.13043478260869565	49.487101449275364	0.9988476190476191	-0.15507246376811598	210	denovo
Palaeococcus_helgesoni_DSM_15127	GNOOMBDF_01715_gene_mRNA	0.9927060822445548	0.0851063829787234	44.21489361702127	0.9962309523809525	0.040425531914893606	285	trg
Thermococcus_sp_9_3	JNEHKGLE_00834_gene_mRNA	0.9528852798626168	0.1115702479338843	28.112438016528934	0.9925361230329042	0.3524793388429752	729	trg
Thermococcus_stetteri_DSM_5262	ACBJCPJC_01128_gene_mRNA	1.0107929373069735	0.08653846153846154	45.574038461538464	1.0036581453634086	-0.32980769230769236	315	trg
GCA_028471785@Thermococcus_kodakarensis_TS900	IBPOIFOJ_00359_gene_mRNA	0.9636180807327045	0.1	29.108235294117637	1.005394927536232	-0.48058823529411765	513	trg
GCA_002214525@Thermococcus_sp_P6	CNPDMPNG_00851_gene_mRNA	1.0891166941866681	0.12987012987012986	38.35112554112553	0.9837504826254826	0.7047619047619047	696	trg
Thermococcus_marinus_DSM_15227	IONHLECP_00486_gene_mRNA	1.0164245159950283	0.12121212121212122	30.35218181818182	1.0057172619047619	-0.3842424242424242	498	trg
GCA_006274605@Thermococcus_indicus_IOH1	PBPJMCNB_00702_gene_mRNA	0.9450834516797578	0.14285714285714285	28.908571428571438	0.9724354395604397	0.6571428571428571	108	trg
Thermococcus_barophilus_DT4	GHPKADDI_00506_gene_mRNA	1.1760781182140405	0.15306122448979592	21.457142857142852	1.0155663456393793	-1.0142857142857142	297	trg
Thermococcus_sp_AMTc72	NJBILLPB_01412_gene_mRNA	0.7818506570704807	0.19685039370078738	26.177165354330697	0.9680898910411623	1.137007874015748	384	trg
Thermococcus_sp_E10P11	GNDPMMCP_00320_gene_mRNA	1.0709699714832892	0.14606741573033707	8.68370786516854	0.9809940828402367	0.7477528089887641	537	trg
GCA_000221185@Thermococcus_sp_4557	DPDKODAJ_00111_gene_mRNA	0.9531710934687688	0.11538461538461539	49.72384615384614	0.9940344956880391	-0.0005128205128205355	1173	trg
Thermococcus_sp_EXT09c	LICIGANA_01639_gene_mRNA	0.9483614892715669	0.11990407673860912	34.73932853717027	0.9950720704948647	-0.09952038369304558	1254	trg
Thermococcus_AMTc11	GFJMONNO_02502_gene_mRNA	1.0200162373796833	0.11678832116788321	28.706569343065684	0.9910954241071429	0.44598540145985405	414	trg
Thermococcus_sp_IRI14c	FCCLJDJA_00160_gene_mRNA	0.9676858520428228	0.1623931623931624	30.648717948717938	0.9848053350970019	0.36495726495726494	354	trg
Pyrococcus_sp_32_3	EDCHFHLE_01682_gene_mRNA	1.0331738767427134	0.046153846153846156	23.90923076923077	1.0133210034013607	-0.4461538461538462	198	trg
Thermococcus_profundus_DSM_9503	PFONPCID_00206_gene_mRNA	1.0063769241789904	0.16935483870967744	31.321774193548368	0.9812153209109731	0.4056451612903226	375	trg
Thermococcus_sp_AMTc09	GBGCLOBO_02231_gene_mRNA	0.9788525897135436	0.08571428571428572	15.085714285714284	0.9743031135531136	1.2685714285714285	108	trg
Thermococcus_sp_AMTc71	PHBODLGA_02015_gene_mRNA	0.947701614562614	0.1078838174273859	45.03278008298755	0.9983619663382595	-0.18340248962655603	726	trg
Thermococcus_sp_IRI25c	AAAKJNHH_01598_gene_mRNA	0.9216647090199763	0.14018691588785046	17.58130841121495	0.989893586005831	0.0588785046728972	324	trg
GCA_000258515@Thermococcus_zilligii_AN1	LAJHHDHE_01319_gene_mRNA	0.8076877048071821	0.08333333333333333	5.466666666666666	1.005481746031746	-0.07916666666666666	75	trg
GCA_028471785@Thermococcus_kodakarensis_TS900	IBPOIFOJ_01716_gene_mRNA	1.039459970709014	0.18461538461538463	44.003076923076925	0.9928784013605442	-0.2923076923076924	198	trg
GCA_002214585@Thermococcus_profundus_DT_5432	INOBBFIB_00484_gene_mRNA	1.03432761954006	0.10652920962199312	19.647766323024058	0.9854935832489023	0.6560137457044674	876	trg
Pyrococcus_endeavori_ES4	FOMOJKPC_01024_gene_mRNA	1.0471313108190319	0.18181818181818182	11.896969696969695	0.9641636904761905	1.2878787878787878	102	trg
GCA_028471865@Thermococcus_kodakarensis_TS901	KNEHCMDO_01957_gene_mRNA	0.9439418424714121	0.10138248847926268	28.496774193548383	0.9846361034798535	0.8230414746543778	654	trg
Thermococcus_atlanticus_DSM_15226	OBEJPNEJ_01830_gene_mRNA	0.8526573143445877	0.11838006230529595	26.272897196261678	0.9964550137362637	-0.019937694704049873	966	trg
GCA_028471865@Thermococcus_kodakarensis_TS901	KNEHCMDO_01024_gene_mRNA	1.0295765173147076	0.13265306122448978	76.04897959183674	1.0267097378277155	-1.3051020408163265	297	trg
Thermococcus_sp_AMTc79	EFDKJKPG_00315_gene_mRNA	1.0610665856616794	0.11153846153846154	33.61961538461539	0.9840890722822995	0.7630769230769231	783	trg
GCA_028471785@Thermococcus_kodakarensis_TS900	IBPOIFOJ_00804_gene_mRNA	0.9637595707966841	0.10126582278481013	34.94113924050632	0.9982597475231703	0.003797468354430366	477	trg
Thermococcus_AMTc85	HGJLAOHP_01106_gene_mRNA	0.9888631417857465	0.08163265306122448	16.690816326530612	1.0014265650080258	-0.16122448979591839	297	trg
GCA_002214545@Thermococcus_thioreducens_OGL_20P	IAOIMLBH_02239_gene_mRNA	0.8145009397401992	0.15753424657534246	28.752739726027382	0.9739651546750088	1.143150684931507	441	trg
Thermococcus_EXT11c	OKCMFDEG_00724_gene_mRNA	0.6513578574857779	0.1595744680851064	70.90117021276595	0.9861866946778712	0.1978723404255319	285	trg
Thermococcus_sp_AMTc71	PHBODLGA_00539_gene_mRNA	1.041006944483486	0.09210526315789473	29.91085526315789	0.9920861581920903	0.23684210526315785	915	trg
GCA_000769655@Thermococcus_eurythermalis_A501	KMOELFFF_00021_gene_mRNA	0.9950879023549415	0.06451612903225806	33.64516129032258	1.0017515589569161	-0.0752688172043011	282	trg
GCA_006274605@Thermococcus_indicus_IOH1	PBPJMCNB_01629_gene_mRNA	1.04391814571888	0.15	28.717777777777762	0.9756122946254526	0.8138888888888889	543	trg
GCA_008152015@Thermococcus_aciditolerans_SY113	AJGPKGBP_01577_gene_mRNA	0.9668528454906653	0.0273972602739726	40.80821917808218	1.00710546875	0.08219178082191779	222	trg
Thermococcus_stetteri_DSM_5262	ACBJCPJC_01858_gene_mRNA	0.8139224566086722	0.125	13.746428571428577	0.9679488348530901	1.0535714285714286	171	trg
GCA_000022545@Thermococcus_sibiricus_MM_739	GAIOKEBO_01251_gene_mRNA	0.9871812717199895	0.1351931330472103	23.218025751072958	0.9872326247785767	0.29012875536480687	1401	trg
Thermococcus_sp_IRI27c2	HILMJHED_01204_gene_mRNA	0.9024149886018237	0.1568627450980392	29.139647058823517	0.9763977448703058	0.8341176470588235	768	trg
Pyrococcus_32_1	ADNHAJGI_00690_gene_mRNA	0.9837751531627622	0.1111111111111111	35.07407407407407	0.9894494708994709	-0.48333333333333334	165	trg
GCA_000221185@Thermococcus_sp_4557	DPDKODAJ_01344_gene_mRNA	0.7308218243514955	0.13580246913580246	19.93255144032921	0.9745637973137973	1.1164609053497943	732	trg
GCA_002214605@Thermococcus_chitonophagus	HCEHDMML_01302_gene_mRNA	0.9310403341239836	0.10476190476190476	26.72571428571428	0.9998706597222222	-0.26571428571428574	318	trg
Thermococcus_IRI_06c	HFHPCGBD_01155_gene_mRNA	0.9912359976089328	0.1640625	16.38671875	0.9707075830332134	1.3851562499999999	387	trg
Thermococcus_sp_33_3	EEHIGLKK_00389_gene_mRNA	0.9002989530306452	0.08620689655172414	45.9206896551724	1.0101309523809525	-0.3086206896551725	177	trg
Thermococcus_sp_IRI10c	BICEADNH_01972_gene_mRNA	0.9241222659286072	0.18181818181818182	18.585606060606057	0.9653983739837398	1.4272727272727272	399	trg
GCA_904067545@Thermococcus_camini_IRI35c	BFHCEGCA_02016_gene_mRNA	1.1199543362411375	0.1035598705501618	38.16546925566342	0.9928844841269842	0.12265372168284787	930	trg
Thermococcus_aggregans_DSM_12819	LIBPHDLJ_02079_gene_mRNA	1.1480706837658585	0.1258741258741259	35.253146853146845	0.9932273242630385	0.046386946386946376	1290	trg
Thermococcus_AMTc51	PCHKGBCN_00681_gene_mRNA	0.9574121124029998	0.052830188679245285	50.66686792452831	1.0030644531250001	-0.1958490566037736	798	trg
Thermococcus_sp_AMTc94	CJOMCJEF_01853_gene_mRNA	0.9718917749393611	0.1378676470588235	39.048915441176455	0.9922134623943036	-0.0003676470588235524	1635	trg
GCA_000215995@Pyrococcus_yayanosii_CH1	AJHNGCFL_00829_gene_mRNA	0.7300185059914887	0.13385826771653542	31.980866141732278	0.9785245455709165	0.862992125984252	1146	trg
Pyrococcus_sp_32_4	ANCILGIH_00278_gene_mRNA	1.0281010464472804	0.16666666666666669	31.759999999999998	0.9618786848072561	1.2366666666666668	93	trg
Thermococcus_sp_DS1	LBKKHDLG_00248_gene_mRNA	0.9054864743175686	0.08974358974358974	63.68717948717946	1.0074972394755004	-0.49102564102564106	237	trg
Thermococcus_sp_unknown	JGEJLDGG_01917_gene_mRNA	0.6474859218748474	0.1595744680851064	60.58521276595744	0.9866771708683475	0.20425531914893613	285	trg
Thermococcus_waiotapuensis_WT1	PBMLHHBH_00749_gene_mRNA	0.9993941855181636	0.08571428571428572	35.63214285714283	0.9912582697201019	0.4692857142857143	423	trg
Pyrococcus_sp_IRI_42C	PJJLKOLC_00793_gene_mRNA	0.9856315560915792	0.14772727272727273	46.89090909090908	0.9742958107293551	1.1534090909090908	267	trg
Thermococcus_sp_DS1	LBKKHDLG_00664_gene_mRNA	1.0244383207389176	0.10983981693363844	29.146247139588215	1.0099102945224332	-0.6397025171624714	2625	trg
Thermococcus_marinus_DSM_15227	IONHLECP_01667_gene_mRNA	0.7512739049188742	0.13370473537604458	47.864958217270186	1.0018719387755102	-0.3434540389972145	1080	trg
Thermococcus_AMTc11	GFJMONNO_02096_gene_mRNA	1.0635897465493007	0.09268292682926829	37.813219512195126	0.9982668245869776	-0.028292682926829297	618	trg
