TBCH5v1_RS00020.mRNA.0	WP_145973235.1	55802	1.38e-250	99.7
TBCH5v1_RS00020.mRNA.0	WP_297126578.1	35749	3.55e-226	99.2
TBCH5v1_RS00020.mRNA.0	WP_042679392.1	582419	1.18e-224	99.2
TBCH5v1_RS00020.mRNA.0	WP_015849805.1	2263;35749;172049;604354	2.19e-223	99.2
TBCH5v1_RS00020.mRNA.0	WP_297183444.1	35749	6.27e-223	99.2
TBCH5v1_RS00020.mRNA.0	WP_013466359.1	2263;55802;391623;3111325	3.24e-222	99.2
TBCH5v1_RS00020.mRNA.0	WP_297188933.1	35749	1.04e-221	99.2
TBCH5v1_RS00020.mRNA.0	WP_012570995.1	2263;523850;1638254;1638255;1638257	2.76e-221	99.2
TBCH5v1_RS00020.mRNA.0	WP_167730788.1	1638256	5.56e-221	99.2
TBCH5v1_RS00020.mRNA.0	WP_055283880.1	1591054	8.50e-221	99.2
TBCH5v1_RS00020.mRNA.0	WP_167888934.1	1638272	8.50e-221	99.2
TBCH5v1_RS00020.mRNA.0	WP_048165483.1	971279;1343739	2.26e-220	99.2
TBCH5v1_RS00020.mRNA.0	WP_167885249.1	1638260;1638262;2627626	3.09e-220	99.2
TBCH5v1_RS00020.mRNA.0	WP_253305472.1	110163	9.89e-220	99.2
TBCH5v1_RS00020.mRNA.0	WP_251949227.1	2866384	9.89e-220	99.2
TBCH5v1_RS00020.mRNA.0	HIP89183.1	582419	1.26e-219	99.2
TBCH5v1_RS00020.mRNA.0	WP_252743741.1	139207	2.83e-219	99.2
TBCH5v1_RS00020.mRNA.0	WP_087037300.1	2265	8.11e-219	99.2
TBCH5v1_RS00020.mRNA.0	WP_167908287.1	163006	1.07e-218	99.2
TBCH5v1_RS00020.mRNA.0	WP_042699950.1	913025	1.15e-218	99.2
TBCH5v1_RS00020.mRNA.0	WP_068665820.1	1712654	2.16e-218	99.2
TBCH5v1_RS00020.mRNA.0	WP_004069452.1	2265;523849	2.32e-218	99.2
TBCH5v1_RS00020.mRNA.0	WP_167901011.1	1638259	4.35e-218	99.2
TBCH5v1_RS00020.mRNA.0	WP_152878734.1	2263;1635283;2654197;2666349;2689387	4.68e-218	99.2
TBCH5v1_RS00020.mRNA.0	WP_287197080.1	35749	1.34e-217	99.2
TBCH5v1_RS00030.mRNA.0	WP_056933033.1	55802	5.70e-92	99.3
TBCH5v1_RS00030.mRNA.0	ALM73987.1	55802	6.31e-92	99.3
TBCH5v1_RS00030.mRNA.0	HIP75423.1	582419	2.77e-86	99.3
TBCH5v1_RS00030.mRNA.0	WP_042681060.1	582419	6.52e-85	99.3
TBCH5v1_RS00030.mRNA.0	WP_088857550.1	49899	3.53e-84	99.3
TBCH5v1_RS00030.mRNA.0	WP_167910327.1	1638242	3.53e-84	98.6
TBCH5v1_RS00030.mRNA.0	WP_297521485.1	35749	2.11e-83	99.3
TBCH5v1_RS00030.mRNA.0	WP_167773640.1	1638267	2.11e-83	99.3
TBCH5v1_RS00030.mRNA.0	WP_012572036.1	2263;523850;1638254;1638255;1638256;1638257	2.34e-83	99.3
TBCH5v1_RS00030.mRNA.0	WP_297465853.1	35749	6.05e-83	99.3
TBCH5v1_RS00030.mRNA.0	WP_297475008.1	35749	1.00e-81	99.3
TBCH5v1_RS00030.mRNA.0	WP_297421230.1	35749	1.43e-81	99.3
TBCH5v1_RS00030.mRNA.0	WP_297548047.1	35749	5.81e-81	99.3
TBCH5v1_RS00030.mRNA.0	WP_167915057.1	1638223;2627626	2.29e-80	99.3
TBCH5v1_RS00030.mRNA.0	WP_167728848.1	2263;163002;195522	2.29e-80	99.3
TBCH5v1_RS00030.mRNA.0	WP_048811342.1	187878	4.62e-80	99.3
TBCH5v1_RS00030.mRNA.0	ACS34433.1	593117	5.10e-80	99.3
TBCH5v1_RS00030.mRNA.0	WP_297535374.1	35749	6.56e-80	99.3
TBCH5v1_RS00030.mRNA.0	WP_042690502.1	2263;195522	6.56e-80	99.3
TBCH5v1_RS00030.mRNA.0	WP_014122483.1	246969	1.88e-79	99.3
TBCH5v1_RS00030.mRNA.0	WP_297467688.1	35749	1.94e-79	99.3
TBCH5v1_RS00030.mRNA.0	WP_297062504.1	35749	7.91e-79	99.3
TBCH5v1_RS00030.mRNA.0	WP_048146517.1	29292;272844	7.91e-79	99.3
TBCH5v1_RS00030.mRNA.0	WP_013748260.1	342949	1.05e-78	99.3
TBCH5v1_RS00030.mRNA.0	WP_048053075.1	53953	1.65e-78	99.3
TBCH5v1_RS00035.mRNA.0	WP_056933034.1	55802	8.04e-205	99.7
TBCH5v1_RS00035.mRNA.0	WP_013467332.1	55802;391623	8.58e-200	99.7
TBCH5v1_RS00035.mRNA.0	WP_056933881.1	55802	3.49e-199	99.7
TBCH5v1_RS00035.mRNA.0	ALM75180.1	55802	3.90e-199	99.7
TBCH5v1_RS00035.mRNA.0	WP_167886070.1	1638260;1638262;2627626	5.78e-198	99.7
TBCH5v1_RS00035.mRNA.0	WP_324736620.1	3111325	8.21e-198	99.7
TBCH5v1_RS00035.mRNA.0	WP_297125942.1	35749	1.17e-197	99.7
TBCH5v1_RS00035.mRNA.0	WP_042681058.1	582419	5.53e-196	99.7
TBCH5v1_RS00035.mRNA.0	HIP88885.1	582419	1.96e-189	99.7
TBCH5v1_RS00035.mRNA.0	MDI3474973.1	2666349	1.75e-181	99.4
TBCH5v1_RS00035.mRNA.0	WP_088864967.1	54077	6.63e-181	99.4
TBCH5v1_RS00035.mRNA.0	WP_167901026.1	1638259	6.63e-181	99.7
TBCH5v1_RS00035.mRNA.0	WP_167716869.1	1638246	9.42e-181	99.4
TBCH5v1_RS00035.mRNA.0	WP_297091376.1	35749	1.34e-180	99.7
TBCH5v1_RS00035.mRNA.0	WP_012572035.1	2263;523850;1638254;1638255;1638257	2.70e-180	99.7
TBCH5v1_RS00035.mRNA.0	WP_167730842.1	1638256	1.10e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_167907899.1	163006	1.10e-179	99.7
TBCH5v1_RS00035.mRNA.0	HDZ36099.1	35749	1.56e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_088180755.1	2008440	1.56e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_068664099.1	1712654	1.56e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_258084853.1	2969672	1.56e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_011249284.1	69014;311400	2.21e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_209475479.1	49900	4.46e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_167894704.1	1638261	4.46e-179	99.7
TBCH5v1_RS00035.mRNA.0	WP_088854697.1	71998	4.46e-179	99.7
TBCH5v1_RS00050.mRNA.0	ALM73992.1	55802	0.0	99.8
TBCH5v1_RS00050.mRNA.0	WP_056933037.1	55802	0.0	99.8
TBCH5v1_RS00050.mRNA.0	MCC6047120.1	2184738	4.91e-244	98.2
TBCH5v1_RS00050.mRNA.0	MCC6025208.1	2184738	5.79e-238	98.4
TBCH5v1_RS00050.mRNA.0	PUA32537.1	1973259	7.82e-236	97.8
TBCH5v1_RS00050.mRNA.0	WP_193803588.1	683846	1.52e-235	98.7
TBCH5v1_RS00050.mRNA.0	WP_014557683.1	683846;1163730	6.17e-235	98.7
TBCH5v1_RS00050.mRNA.0	MCC6017353.1	2184738	2.60e-234	98.4
TBCH5v1_RS00050.mRNA.0	NHV96565.1	2026795	2.98e-231	98.2
TBCH5v1_RS00050.mRNA.0	RLE88691.1	2250277	1.40e-230	97.8
TBCH5v1_RS00050.mRNA.0	MCC6034580.1	2184738	2.82e-230	99.3
TBCH5v1_RS00050.mRNA.0	RLE38711.1	2026803	5.68e-230	97.5
TBCH5v1_RS00050.mRNA.0	MCD6368256.1	2268205	5.68e-230	97.5
TBCH5v1_RS00050.mRNA.0	WP_287909316.1	1961369	1.35e-229	99.3
TBCH5v1_RS00050.mRNA.0	MCC6046108.1	2268142	1.92e-229	98.4
TBCH5v1_RS00050.mRNA.0	MCX8209071.1	2268200	6.60e-229	98.4
TBCH5v1_RS00050.mRNA.0	WP_052886868.1	697581;1365176	1.66e-227	99.3
TBCH5v1_RS00050.mRNA.0	MDW8082806.1	2268200	6.27e-227	97.1
TBCH5v1_RS00050.mRNA.0	OYT40494.1	2012521	1.58e-225	97.8
TBCH5v1_RS00050.mRNA.0	RLG86382.1	2250277	3.20e-223	98.9
TBCH5v1_RS00050.mRNA.0	RLE61417.1	2250277	3.14e-222	99.3
TBCH5v1_RS00050.mRNA.0	OYT31669.1	2012527	2.56e-221	99.3
TBCH5v1_RS00050.mRNA.0	WP_285273112.1	3050454	1.92e-220	96.9
TBCH5v1_RS00050.mRNA.0	ADM28398.1	583356	4.39e-219	96.4
TBCH5v1_RS00050.mRNA.0	MCD6195953.1	2820299	6.99e-210	78.3
TBCH5v1_RS00070.mRNA.0	WP_056934959.1	55802	2.81e-224	99.7
TBCH5v1_RS00070.mRNA.0	MCD6154639.1	2250257	4.82e-184	99.0
TBCH5v1_RS00070.mRNA.0	MCD6130550.1	2250085	2.71e-177	98.7
TBCH5v1_RS00070.mRNA.0	RLF75153.1	35749;2250254	2.91e-177	98.7
TBCH5v1_RS00070.mRNA.0	RLF85394.1	2250254	1.18e-176	98.7
TBCH5v1_RS00070.mRNA.0	RLF82754.1	2250254	1.96e-175	98.7
TBCH5v1_RS00070.mRNA.0	RLF81997.1	2250254	5.52e-170	99.0
TBCH5v1_RS00070.mRNA.0	WP_227805077.1	1609559	3.77e-109	97.7
TBCH5v1_RS00070.mRNA.0	AMM54989.1	1609559	4.67e-109	94.8
TBCH5v1_RS00070.mRNA.0	WP_068577089.1	54262	9.71e-109	94.8
TBCH5v1_RS00070.mRNA.0	RLF88406.1	2250254	2.25e-107	95.8
TBCH5v1_RS00070.mRNA.0	OYT34196.1	2012529;2250258	1.62e-104	96.8
TBCH5v1_RS00070.mRNA.0	MBO8181805.1	1872626	1.68e-104	98.1
TBCH5v1_RS00070.mRNA.0	WP_144060530.1	1316941	1.93e-103	98.1
TBCH5v1_RS00070.mRNA.0	MCD6493643.1	2511821	2.77e-103	97.4
TBCH5v1_RS00070.mRNA.0	AGK61752.1	387631	3.87e-103	98.1
TBCH5v1_RS00070.mRNA.0	MCC6027939.1	1872626	5.14e-103	96.8
TBCH5v1_RS00070.mRNA.0	MDI9645796.1	2250258	1.07e-102	96.8
TBCH5v1_RS00070.mRNA.0	WP_290596627.1	2643606	1.07e-102	97.4
TBCH5v1_RS00070.mRNA.0	WP_290723025.1	1872626	6.12e-102	97.4
TBCH5v1_RS00070.mRNA.0	TDA25016.1	2250530	8.39e-102	96.8
TBCH5v1_RS00070.mRNA.0	WP_202320341.1	2798580	1.41e-100	97.4
TBCH5v1_RS00070.mRNA.0	WP_012965125.1	54261;589924	1.44e-100	93.8
TBCH5v1_RS00070.mRNA.0	MCS7130576.1	2511821	2.75e-100	96.8
TBCH5v1_RS00070.mRNA.0	WP_010878840.1	2233;2234;224325;1344584;1872626	1.63e-99	97.4
TBCH5v1_RS00090.mRNA.0	WP_056933043.1	55802	4.21e-61	99.0
TBCH5v1_RS00090.mRNA.0	ALM74000.1	55802	4.34e-61	99.0
TBCH5v1_RS00090.mRNA.0	RLI78278.1	2250258	1.25e-44	99.0
TBCH5v1_RS00090.mRNA.0	MCD6493505.1	2511821	7.21e-44	99.0
TBCH5v1_RS00090.mRNA.0	RUM33296.1	1872626	1.33e-43	93.1
TBCH5v1_RS00090.mRNA.0	HID44030.1	2511821	6.75e-37	93.1
TBCH5v1_RS00090.mRNA.0	NHI94970.1	2053489	1.05e-36	99.0
TBCH5v1_RS00090.mRNA.0	RLF10324.1	2250277	4.37e-32	98.0
TBCH5v1_RS00090.mRNA.0	MBS7252248.1	3067279	1.58e-31	96.0
TBCH5v1_RS00090.mRNA.0	MBS7644201.1	2026714	7.43e-31	97.0
TBCH5v1_RS00090.mRNA.0	HDI46355.1	2268187	1.62e-28	93.1
TBCH5v1_RS00090.mRNA.0	HKZ95329.1	3045160	1.00e-27	97.0
TBCH5v1_RS00090.mRNA.0	MDO8083107.1	2830916	1.01e-27	97.0
TBCH5v1_RS00090.mRNA.0	MDO8044446.1	2799005	2.72e-26	96.0
TBCH5v1_RS00090.mRNA.0	OYT32958.1	2012529	3.76e-25	89.1
TBCH5v1_RS00090.mRNA.0	RLI86164.1	2250258	1.53e-24	89.1
TBCH5v1_RS00090.mRNA.0	RLE69298.1	2250277	7.76e-24	95.0
TBCH5v1_RS00090.mRNA.0	WP_013682923.1	58290;693661	1.87e-23	82.2
TBCH5v1_RS00090.mRNA.0	MDL1957494.1	1621989	4.10e-23	95.0
TBCH5v1_RS00090.mRNA.0	WP_287793668.1	1872626	5.06e-23	82.2
TBCH5v1_RS00090.mRNA.0	WP_012965418.1	54261;589924	1.02e-22	82.2
TBCH5v1_RS00090.mRNA.0	MBE8540547.1	565033	1.08e-22	82.2
TBCH5v1_RS00090.mRNA.0	KUK07736.1	2234	4.12e-22	89.1
TBCH5v1_RS00090.mRNA.0	MBI5253030.1	2026739	5.63e-21	94.1
TBCH5v1_RS00090.mRNA.0	OLS23401.1	1841598	3.48e-20	94.1
TBCH5v1_RS00095.mRNA.0	WP_145973143.1	55802	1.65e-115	99.4
TBCH5v1_RS00095.mRNA.0	ALM74001.1	55802	3.42e-111	95.4
TBCH5v1_RS00095.mRNA.0	MCD6493504.1	2511821	1.80e-80	98.8
TBCH5v1_RS00095.mRNA.0	RLI78277.1	2250258	4.15e-77	94.8
TBCH5v1_RS00095.mRNA.0	RUM33295.1	1872626	1.59e-71	90.8
TBCH5v1_RS00095.mRNA.0	HID44031.1	2511821	5.61e-71	94.8
TBCH5v1_RS00095.mRNA.0	NHI94971.1	2053489	2.55e-63	94.8
TBCH5v1_RS00095.mRNA.0	MBS7252247.1	3067279	1.52e-59	95.4
TBCH5v1_RS00095.mRNA.0	MDO8044445.1	2799005	2.57e-58	97.7
TBCH5v1_RS00095.mRNA.0	MBS7644202.1	2026714	2.54e-55	94.2
TBCH5v1_RS00095.mRNA.0	RLF10323.1	2250277	3.28e-55	97.1
TBCH5v1_RS00095.mRNA.0	HKZ95330.1	3045160	9.33e-55	94.2
TBCH5v1_RS00095.mRNA.0	MCW3140774.1	2056316	7.40e-48	97.7
TBCH5v1_RS00095.mRNA.0	MCW3135217.1	2056316	2.11e-47	97.7
TBCH5v1_RS00095.mRNA.0	VVB85493.1	115547	1.17e-37	93.1
TBCH5v1_RS00095.mRNA.0	WP_218837960.1	1392998	2.03e-37	96.0
TBCH5v1_RS00095.mRNA.0	SNQ60830.1	1392998	3.42e-37	93.6
TBCH5v1_RS00095.mRNA.0	QNO57298.1	2759913	1.68e-36	94.8
TBCH5v1_RS00095.mRNA.0	MCK5723471.1	1913989	2.38e-36	94.2
TBCH5v1_RS00095.mRNA.0	MCZ7394006.1	2032688	3.37e-36	93.1
TBCH5v1_RS00095.mRNA.0	MDI6860166.1	2666334	8.28e-36	95.4
TBCH5v1_RS00095.mRNA.0	VVB85881.1	115547	9.85e-36	93.1
TBCH5v1_RS00095.mRNA.0	MEA1866000.1	2026739	1.17e-35	96.5
TBCH5v1_RS00095.mRNA.0	WP_287793589.1	1872626	1.24e-35	94.2
TBCH5v1_RS00095.mRNA.0	MEA3294580.1	2026739	1.57e-35	97.1
TBCH5v1_RS00115.mRNA.0	WP_056933048.1	55802	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_013467868.1	55802;391623	0.0	99.8
TBCH5v1_RS00115.mRNA.0	NJE13783.1	1638260	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_240912579.1	1638260	0.0	95.0
TBCH5v1_RS00115.mRNA.0	RLF85067.1	2250254	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_206205534.1	1638272	0.0	99.8
TBCH5v1_RS00115.mRNA.0	NJE26618.1	1638272	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_048165006.1	971279;1343739	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_232460850.1	71997	0.0	99.8
TBCH5v1_RS00115.mRNA.0	ASJ01165.1	71997	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_297553133.1	35749	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_297513321.1	35749	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_148882024.1	2598455	0.0	99.8
TBCH5v1_RS00115.mRNA.0	MCD6372881.1	35749	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_014122259.1	246969	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_014011823.1	1042877	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_058938299.1	227598	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_297550851.1	35749	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_088864683.1	54077	0.0	99.8
TBCH5v1_RS00115.mRNA.0	WP_167729986.1	1638256	2.61e-315	99.8
TBCH5v1_RS00115.mRNA.0	WP_139681008.1	2586643	1.49e-313	99.8
TBCH5v1_RS00115.mRNA.0	NPB04204.1	2053689	1.95e-312	99.8
TBCH5v1_RS00115.mRNA.0	WP_297183189.1	35749	4.63e-307	90.3
TBCH5v1_RS00115.mRNA.0	WP_297436659.1	35749	4.32e-306	99.8
TBCH5v1_RS00115.mRNA.0	MDI3475106.1	2666349	1.18e-305	99.8
TBCH5v1_RS00145.mRNA.0	WP_056933053.1	55802	1.46e-103	99.4
TBCH5v1_RS00145.mRNA.0	WP_013467863.1	55802;391623	9.48e-100	98.7
TBCH5v1_RS00145.mRNA.0	WP_167916091.1	1638260	1.15e-98	97.4
TBCH5v1_RS00145.mRNA.0	WP_013748062.1	342949	3.05e-96	99.4
TBCH5v1_RS00145.mRNA.0	WP_068320878.1	1609559;2250254	1.76e-95	99.4
TBCH5v1_RS00145.mRNA.0	WP_015849165.1	2263;35749;172049;604354;1641381;2666349	5.87e-87	98.7
TBCH5v1_RS00145.mRNA.0	WP_167888867.1	1638272	2.79e-85	98.7
TBCH5v1_RS00145.mRNA.0	RLF82353.1	2250254	3.96e-85	98.7
TBCH5v1_RS00145.mRNA.0	RLF83267.1	2250254	5.62e-85	98.7
TBCH5v1_RS00145.mRNA.0	MCD6130726.1	2250085	3.25e-84	98.7
TBCH5v1_RS00145.mRNA.0	WP_011249685.1	69014;311400	8.57e-79	99.4
TBCH5v1_RS00145.mRNA.0	MDI3475693.1	2666349	4.95e-78	99.4
TBCH5v1_RS00145.mRNA.0	WP_010885002.1	53953;70601	6.23e-74	92.3
TBCH5v1_RS00145.mRNA.0	WP_231833725.1	53953	1.31e-67	82.1
TBCH5v1_RS00145.mRNA.0	WP_010890077.1	2190;243232	8.09e-64	96.8
TBCH5v1_RS00145.mRNA.0	WP_297318585.1	2152917	7.70e-62	96.8
TBCH5v1_RS00145.mRNA.0	WP_148883290.1	2598455	6.60e-56	98.1
TBCH5v1_RS00145.mRNA.0	WP_062371517.1	110164;1432656	9.36e-56	98.1
TBCH5v1_RS00145.mRNA.0	WP_297523140.1	35749	5.57e-55	96.2
TBCH5v1_RS00145.mRNA.0	WP_297534979.1	35749	7.41e-55	96.8
TBCH5v1_RS00145.mRNA.0	WP_297489831.1	35749	1.59e-54	96.2
TBCH5v1_RS00145.mRNA.0	WP_099210020.1	2016361	2.12e-54	96.8
TBCH5v1_RS00145.mRNA.0	WP_167911530.1	1638221	3.10e-54	98.1
TBCH5v1_RS00145.mRNA.0	WP_167774125.1	1638267	3.31e-54	95.5
TBCH5v1_RS00145.mRNA.0	WP_297495431.1	35749	1.26e-53	98.1
TBCH5v1_RS00260.mRNA.0	WP_056933075.1	55802	2.61e-154	99.6
TBCH5v1_RS00260.mRNA.0	WP_287196937.1	35749	9.01e-130	99.6
TBCH5v1_RS00260.mRNA.0	WP_283217778.1	172049	4.55e-123	99.6
TBCH5v1_RS00260.mRNA.0	WP_004068864.1	2265;523849	1.77e-120	99.6
TBCH5v1_RS00260.mRNA.0	WP_013747949.1	342949	1.19e-118	99.6
TBCH5v1_RS00260.mRNA.0	WP_297125050.1	35749	1.46e-112	99.1
TBCH5v1_RS00260.mRNA.0	WP_042681875.1	582419	4.19e-112	99.1
TBCH5v1_RS00260.mRNA.0	WP_167899617.1	1638259	1.20e-84	95.1
TBCH5v1_RS00260.mRNA.0	MCD6275400.1	1906666	3.71e-83	94.7
TBCH5v1_RS00260.mRNA.0	WP_088867078.1	187880	3.23e-82	95.1
TBCH5v1_RS00260.mRNA.0	WP_088180985.1	2008440	6.50e-82	95.1
TBCH5v1_RS00260.mRNA.0	WP_167911580.1	1638221	1.51e-80	95.1
TBCH5v1_RS00260.mRNA.0	MCD6370005.1	1906666	7.17e-78	94.7
TBCH5v1_RS00260.mRNA.0	MCS7111478.1	2268142	5.81e-74	98.2
TBCH5v1_RS00260.mRNA.0	WP_287907718.1	1961369	1.39e-72	96.0
TBCH5v1_RS00260.mRNA.0	HIH98776.1	1906666	5.45e-72	97.8
TBCH5v1_RS00260.mRNA.0	MCD6428934.1	2480821	5.88e-71	95.6
TBCH5v1_RS00260.mRNA.0	OYT47217.1	2012520	6.48e-71	95.6
TBCH5v1_RS00260.mRNA.0	MCD6340957.1	2480821	5.50e-69	97.3
TBCH5v1_RS00260.mRNA.0	HDI31605.1	1961369	2.22e-68	98.7
TBCH5v1_RS00260.mRNA.0	RLE80576.1	2250277	3.15e-68	98.7
TBCH5v1_RS00260.mRNA.0	WP_125671244.1	2056630;2478471	9.89e-68	96.0
TBCH5v1_RS00260.mRNA.0	MDT7892276.1	2056631	5.31e-67	97.3
TBCH5v1_RS00260.mRNA.0	MCC6029338.1	2831942	5.27e-65	96.0
TBCH5v1_RS00260.mRNA.0	MCL7403720.1	2978060	1.57e-60	97.3
TBCH5v1_RS00265.mRNA.0	WP_056933076.1	55802	1.03e-260	99.7
TBCH5v1_RS00265.mRNA.0	WP_042681877.1	582419	2.46e-243	99.2
TBCH5v1_RS00265.mRNA.0	WP_297125048.1	35749	4.74e-241	99.2
TBCH5v1_RS00265.mRNA.0	WP_167911581.1	1638221	2.84e-212	98.9
TBCH5v1_RS00265.mRNA.0	WP_088180984.1	2008440	1.34e-210	98.9
TBCH5v1_RS00265.mRNA.0	WP_088867079.1	187880	1.34e-210	98.9
TBCH5v1_RS00265.mRNA.0	WP_167899618.1	1638259	5.22e-208	98.9
TBCH5v1_RS00265.mRNA.0	WP_283217779.1	172049	2.10e-205	99.2
TBCH5v1_RS00265.mRNA.0	WP_015590832.1	387631;1316941	2.84e-203	99.4
TBCH5v1_RS00265.mRNA.0	WP_287196936.1	35749	2.33e-202	99.2
TBCH5v1_RS00265.mRNA.0	MCD6477728.1	2093792	3.85e-201	99.2
TBCH5v1_RS00265.mRNA.0	MCD6275401.1	1906666	8.38e-200	99.2
TBCH5v1_RS00265.mRNA.0	EHR78161.1	523849	5.20e-199	99.2
TBCH5v1_RS00265.mRNA.0	WP_238565055.1	2265	8.06e-199	99.2
TBCH5v1_RS00265.mRNA.0	WP_013747950.1	342949	5.02e-193	99.2
TBCH5v1_RS00265.mRNA.0	MCD6370006.1	1906666	9.07e-193	98.3
TBCH5v1_RS00265.mRNA.0	WP_015858000.1	187878;593117	4.30e-147	99.4
TBCH5v1_RS00265.mRNA.0	HIH98775.1	1906666	7.43e-143	96.7
TBCH5v1_RS00265.mRNA.0	HHU69430.1	2304039	8.77e-134	98.6
TBCH5v1_RS00265.mRNA.0	MCK4598590.1	2306012	1.98e-131	98.6
TBCH5v1_RS00265.mRNA.0	WP_167886740.1	1638260;1638262;2627626	9.46e-131	98.1
TBCH5v1_RS00265.mRNA.0	HDK26287.1	2053509	2.19e-129	98.6
TBCH5v1_RS00265.mRNA.0	MCK4411371.1	2306012	2.08e-128	96.4
TBCH5v1_RS00265.mRNA.0	RKL61820.1	2292448	4.43e-128	99.2
TBCH5v1_RS00265.mRNA.0	MDK2880059.1	2100788	4.43e-128	99.2
TBCH5v1_RS00270.mRNA.0	WP_056933077.1	55802	6.43e-160	99.6
TBCH5v1_RS00270.mRNA.0	WP_297125046.1	35749	9.82e-155	99.6
TBCH5v1_RS00270.mRNA.0	WP_042681879.1	582419	1.63e-153	99.6
TBCH5v1_RS00270.mRNA.0	WP_283217780.1	172049	2.14e-116	99.1
TBCH5v1_RS00270.mRNA.0	WP_004068868.1	2265;523849	1.44e-114	99.6
TBCH5v1_RS00270.mRNA.0	WP_015590833.1	387631;1316941	1.22e-113	99.6
TBCH5v1_RS00270.mRNA.0	WP_287196935.1	35749	1.19e-112	99.6
TBCH5v1_RS00270.mRNA.0	WP_013747951.1	342949	2.62e-110	99.1
TBCH5v1_RS00270.mRNA.0	WP_167899619.1	1638259	7.23e-107	99.6
TBCH5v1_RS00270.mRNA.0	MCD6477729.1	2093792	8.40e-106	99.1
TBCH5v1_RS00270.mRNA.0	WP_005587220.1	932217;1288971;2850325	5.90e-103	98.7
TBCH5v1_RS00270.mRNA.0	MCD6275403.1	1906666	5.90e-103	98.2
TBCH5v1_RS00270.mRNA.0	WP_167911582.1	1638221	1.53e-101	99.6
TBCH5v1_RS00270.mRNA.0	WP_088867080.1	187880	3.08e-101	99.6
TBCH5v1_RS00270.mRNA.0	WP_088180983.1	2008440	1.45e-99	99.6
TBCH5v1_RS00270.mRNA.0	MCD6370645.1	1906666	8.32e-96	97.8
TBCH5v1_RS00270.mRNA.0	MCD6370008.1	1906666	2.08e-93	97.8
TBCH5v1_RS00270.mRNA.0	RKX23993.1	2053527	4.25e-39	97.8
TBCH5v1_RS00270.mRNA.0	WP_286974394.1	1946039	5.90e-37	97.8
